year,season,discipline,startDate,endDate,organisingFederationCode,eventName,eventVenue,eventLevel,eventTypes,localOrganisers,region,information,eventorUrl,entryType,entryDeadlines,eventStatus,punchingSystem,websiteUrl,numberOfCompetitions,eventForm,competitionFormat,numberOfEntries,numberOfFemaleResults,numberOfMaleResults,numberOfUnknownGenderResults
,,SkiO,,,NOR,Norgescup sprint,Sjusjøen,World Ranking Event,World Ranking Event,OL TotenTroll,Europe,,https://eventor.orienteering.org/Events/Show/6999,Individual,,Completed,Emit,,0,Individual,Sprint,0,18,17,0
,,SkiO,,,ITA,Campionato Italiano SCIO Long,Val Saisera,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7100,Individual,,Completed,SportIdent,http://www.friulimtb.it,0,Individual,Long,0,10,3,0
,,SkiO,,,EST,World Ski Orienteering Championships 2021,,Major Event,World Championships; World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6482,Individual,2021-01-15 21:59:59; 2021-02-14 21:59:59; 2021-02-19 21:59:59; 2021-02-21 21:59:59,Entries opened,Manual,http://wsoc2021.peko.ee/,5,Individual; Relay,Long; Middle; Sprint,199,0,0,0
,,SkiO,,,EST,European Youth Ski Orienteering Championships 2021,,Major Event,Regional Championships,,Europe,,https://eventor.orienteering.org/Events/Show/6489,Individual,2021-01-15 22:59:59; 2021-02-14 22:59:59; 2021-02-21 22:59:59,Entries opened,Manual,http://wsoc2021.peko.ee/,4,Individual; Relay,Long; Middle; Sprint,117,0,0,0
,,SkiO,,,EST,Junior World Ski Orienteering Championships 2021,,Major Event,Junior World Championships; World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6488,Individual,2021-01-15 22:59:59; 2021-02-14 22:59:59; 2021-02-21 22:59:59,Entries opened,Manual,http://wsoc2021.peko.ee/,4,Individual; Relay,Long; Middle; Sprint,106,0,0,0
,,FootO,,,ITA,Coppa Italia Sprint CO - 1^ prova,Lonigo,World Ranking Event,World Ranking Event,Park World Tour Italia,Europe,,https://eventor.orienteering.org/Events/Show/7089,Individual,2021-03-01 22:59:59,Completed,SportIdent,,0,Individual,Sprint,0,75,47,0
,,FootO,,,ITA,Coppa Italia Sprint CO - 2^ prova,Montecchio Maggiore,World Ranking Event,World Ranking Event,Park World Tour Italia,Europe,,https://eventor.orienteering.org/Events/Show/7090,Individual,,Completed,SportIdent,,0,Individual,Sprint,0,77,48,0
,,FootO,,,BLR,Grodno Forest Day,Grodno region,World Ranking Event,World Ranking Event,,Europe,The entry for the competition via BFO web site http://orient.by/competitions/registration/?id=77640,https://eventor.orienteering.org/Events/Show/7088,Individual,2021-03-24 20:59:59,Completed,SportIdent,https://u.to/y28lGw ,0,Individual,Middle,19,24,15,0
,,FootO,,,DEN,"FIF Testløbsweekend, sprint",Hillerød Øst,World Ranking Event,World Ranking Event,FIF Hilleroed Orientering,Europe,,https://eventor.orienteering.org/Events/Show/7164,Individual,2021-03-19 22:59:59,Completed,SportIdent,http://www.fiforientering.dk/Joomla3/index.php/testloeb03-2021,0,Individual,Sprint,63,37,22,0
,,FootO,,,DEN,"FIF Testløbsweekend, middle",Store Dyrehave,World Ranking Event,World Ranking Event,FIF Hilleroed Orientering,Europe,,https://eventor.orienteering.org/Events/Show/7165,Individual,2021-03-19 22:59:59,Completed,SportIdent,http://www.fiforientering.dk/Joomla3/index.php/testloeb03-2021,0,Individual,Middle,68,40,25,0
,,FootO,,,AUS,Australian 3-Days 2021 Sprint WRE,"Charles Sturt University, Orange, NSW",World Ranking Event,World Ranking Event,,Oceania,"Entryare now open and only available through::

https://eventor.orienteering.asn.au/Events/Show/8704",https://eventor.orienteering.org/Events/Show/7104,Individual,,Completed,SportIdent,https://www.onsw.asn.au/easter2021/,0,Individual,Sprint,0,71,48,0
,,FootO,,,NZL,New Zealand Long Distance Championship,Karaka Swamp - Woodhill Forest,World Ranking Event,World Ranking Event,,Oceania,,https://eventor.orienteering.org/Events/Show/6925,Individual,,Completed,SportIdent,https://nwoc.org.nz/nzoc2021/,0,Individual,Long,0,12,11,0
,,FootO,,,NZL,New Zealand Middle Distance Championship,Lake Kereta (extension) - Woodhill Forest,World Ranking Event,World Ranking Event,,Oceania,,https://eventor.orienteering.org/Events/Show/6926,Individual,,Completed,SportIdent,https://nwoc.org.nz/nzoc2021/,0,Individual,Middle,0,36,26,0
,,FootO,,,AUS,Australian 3-Days 2021 Long WRE,"Gumble, New South Wales",World Ranking Event,World Ranking Event,,Oceania,"Entry is now open  through:

https://eventor.orienteering.asn.au/Events/Show/8704",https://eventor.orienteering.org/Events/Show/7103,Individual,,Completed,SportIdent,https://www.onsw.asn.au/easter2021/,0,Individual,Long,0,32,22,0
,,FootO,,,RUS,Russian Orienteering Cup,"Volgograd, Russia",World Ranking Event,World Ranking Event,,Europe,SFR non-contact punching system. Chip can be rented in the Event Center,https://eventor.orienteering.org/Events/Show/7021,Individual,2021-04-06 19:59:59,Completed,Manual,http://kubokrossii.volgoorient.ru,0,Individual,Sprint,69,34,35,0
,,FootO,,,SWE,"Swedish League, #1",Västervik,World Ranking Event,World Ranking Event,Vasterviks OK,Europe,"Entry is done in Swedish Eventor, https://eventor.orientering.se/Events/Show/31864. ",https://eventor.orienteering.org/Events/Show/6969,Individual,,Completed,SportIdent,,0,Individual,Middle,0,80,75,0
,,FootO,,,BLR,Open Grodno Cup,"Grodno, Zaritsa",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7142,Individual,2021-04-14 20:59:59,Completed,SportIdent,http://kronan.by,0,Individual,Long,26,18,15,0
,,TrailO,,,SLO,Rak TrailO 2021,Rakov Skocjan,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6976,Individual,2021-04-04 21:59:59; 2021-04-14 21:59:59,Completed,SportIdent,http://www.oktrzin-klub.si/sl/rak-trailo.html,0,Individual,PreO,59,40,15,0
,,FootO,,,FIN,Tuplasprintti,"Kerava, Finland",World Ranking Event,World Ranking Event,,Europe,"WRE Sprint and rerun.
75 competitors per class.
Punching system EmiTag.",https://eventor.orienteering.org/Events/Show/6964,Individual,2021-04-12 20:59:59,Completed,Emit,https://keravanurheilijat.fi/suunnistus/wre-sprintti-2021/en,0,Individual,Sprint,2,76,73,0
,,FootO,,,BLR,Open Grodno Cup,"Grodno, Zamki",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7143,Individual,2021-04-14 20:59:59,Completed,SportIdent,http://kronan.by,0,Individual,Sprint,27,22,19,0
,,TrailO,,,SLO,Rak TrailO 2021,Rakov Skocjan,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6977,Individual,2021-04-04 21:59:59; 2021-04-14 21:59:59,Completed,SportIdent,http://www.oktrzin-klub.si/sl/rak-trailo.html,0,Individual,PreO,58,40,15,0
,,FootO,,,SRB,Trofej Beograda 2021 /  Belgrade Trophy 2021,"Belgrade, Cerak vinogradi",World Ranking Event,World Ranking Event,Orijentiring savez Beograda,Europe,,https://eventor.orienteering.org/Events/Show/7161,Individual,2021-04-21 21:59:59,Completed,SportIdent,http://bgorijentiring.org,0,Individual,Sprint,36,23,12,0
,,FootO,,,AUS,National Orienteering League Middle WRE,"Wiela-Bunrip Reach (Renmark, South Australia)",World Ranking Event,World Ranking Event,,Oceania,"Entry is through Australian Eventor - refer to 

https://eventor.orienteering.asn.au/Events/Show/10976

Bulletin 1 available",https://eventor.orienteering.org/Events/Show/7105,Individual,,Completed,SportIdent,https://eventor.orienteering.asn.au/Events/Show/10976,0,Individual,Middle,0,40,22,0
,,FootO,,,BLR,May O-Days 2021,Malye Besiady,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7141,Individual,2021-04-24 20:59:59,Completed,SportIdent,http://www.obelarus.net/2021/mm,0,Individual,Middle,30,64,38,0
,,FootO,,,ITA,Campionato Italiano CO Middle,Foresta del Cansiglio,World Ranking Event,World Ranking Event,Orienteering Tarzo,Europe,"Gli atleti italiani devono iscriversi tramite sito FISO, avendo cura che nell'anagrafica ci sia l'ID IOF",https://eventor.orienteering.org/Events/Show/7091,Individual,2021-05-03 21:59:59,Completed,SportIdent,https://www.ortarzo.it/en/gara/italiani-2021/,0,Individual,Middle,3,63,42,0
,,FootO,,,CZE,?eský pohár - sprint,Jihlava,World Ranking Event,World Ranking Event,OK Jihlava,Europe,,https://eventor.orienteering.org/Events/Show/7121,Individual,2021-05-02 21:59:59,Completed,SportIdent,http://cp2021.okjihlava.cz,0,Individual,Sprint,1,63,55,0
,,FootO,,,SUI,Swiss Orienteering Championship Sprintdistance,Laufen,World Ranking Event,World Ranking Event,OLV Baselland,Europe,,https://eventor.orienteering.org/Events/Show/7074,Individual,2009-12-31 23:00:59; 2021-04-29 21:59:59,Completed,SportIdent,https://www.spm2021.ch/ausschreibung,0,Individual,Sprint,67,90,79,0
,,FootO,,,SUI,Orienteering World Cup Round 1 with European Orienteering Championships 2021,,Major Event,Regional Championships; World Cup,,Europe,,https://eventor.orienteering.org/Events/Show/6747,Individual,2021-03-31 21:59:59; 2021-05-03 21:59:59; 2021-05-12 10:00:59,Entries opened,Manual,https://www.ol-weltcup.ch,3,Individual; Relay,Sprint,331,0,0,0
,,FootO,,,SRB,Metropolis of South East Europe 2021,Ravna Gora ,World Ranking Event,World Ranking Event,PSK Pobeda,Europe,,https://eventor.orienteering.org/Events/Show/6924,Individual,2021-05-12 07:00:59,Completed,SportIdent,https://www.pdpobeda.rs/orijentiring/memorial/,0,Individual,Middle,23,14,7,0
,,TrailO,,,FIN,TRaVilO,Nummela,World Ranking Event,World Ranking Event,,Europe,"Tempo will be arranged in 2 parts, first part approx. 11.30- and second appr. 16.00. There is pre-O in between the parts.",https://eventor.orienteering.org/Events/Show/6927,Individual,2021-05-09 20:59:59; 2021-05-11 21:00:59,Entries opened,Manual,http://kulkine.net/travilo,0,Individual,TempO,25,0,0,0
,,TrailO,,,FIN,TRaVilO,Nummela,World Ranking Event,World Ranking Event,,Europe,"Timing by Emit, punching by spikes.",https://eventor.orienteering.org/Events/Show/6928,Individual,2021-05-11 21:00:59; 2021-05-12 20:59:59,Entries opened,Manual,http://kulkine.net/travilo,0,Individual,PreO,24,0,0,0
,,MTBO,,,FIN,Finnish MTBO Championship Sprint,"Espoo, Finland",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6945,Individual,2021-05-13 20:50:59,Completed,Emit,https://espoonsuunta.fi/kilpailut/sm-pyorasuunnistus-2021,0,Individual,Sprint,20,28,25,0
,,FootO,,,ITA,Coppa Italia Middle CO - 3^ prova,Bellamonte Castellir,World Ranking Event,World Ranking Event,GS Pavione,Europe,,https://eventor.orienteering.org/Events/Show/7092,Individual,2021-05-17 21:59:59; 2021-05-17 23:01:59,Completed,SportIdent,https://www.gspavione.it/it/pagina/alpe-adria-e-coppe-italia-2021,0,Individual,Middle,7,57,31,0
,,FootO,,,HUN,?rség Cup - Sprint,"Szentgotthárd, Hungary",World Ranking Event,World Ranking Event,ASK,Europe,,https://eventor.orienteering.org/Events/Show/7167,Individual,2021-05-10 21:59:59; 2021-05-13 21:59:59,Completed,SportIdent,http://www.orsegkupa.hu/orseg-cup-2021/,0,Individual,Sprint,35,28,14,0
,,MTBO,,,FIN,Finnish MTBO Championship Long distance,"Espoo, Finland",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6946,Individual,2021-05-13 20:59:59,Completed,Emit,https://espoonsuunta.fi/kilpailut/sm-pyorasuunnistus-2021,0,Individual,Long,15,26,22,0
,,FootO,,,ITA,Coppa Italia Long CO - 4^ prova,Bellamonte Castellir,World Ranking Event,World Ranking Event,GS Pavione,Europe,,https://eventor.orienteering.org/Events/Show/7093,Individual,2021-05-17 21:59:59; 2021-05-17 23:01:59,Completed,SportIdent,https://www.gspavione.it/it/pagina/alpe-adria-e-coppe-italia-2021,0,Individual,Long,5,43,23,0
,,FootO,,,HUN,?rség Cup - Middle,"Magyarlak, Hungary",World Ranking Event,World Ranking Event,ASK,Europe,,https://eventor.orienteering.org/Events/Show/7168,Individual,2021-05-10 21:59:59; 2021-05-13 21:59:59,Completed,SportIdent,http://www.orsegkupa.hu/orseg-cup-2021/,0,Individual,Middle,37,28,15,0
,,FootO,,,UKR,Capital Cup / UKR Cup ,"Kyiv, UKRAINE",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7196,Individual,,Completed,SportIdent,https://orienteering.org.ua/,0,Individual,Middle,0,22,17,0
,,FootO,,,LTU,Baltic orienteering championship 2021,"Bubiai, Siauliai district",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7018,Individual,2021-05-24 20:59:59,Completed,SportIdent,http://www.boc2021.skigtisa.lt,0,Individual,Long,40,38,24,0
,,FootO,,,ITA,Campionato Italiano CO Long,Collepietra - Steinegg,World Ranking Event,World Ranking Event,Sportclub Meran,Europe,,https://eventor.orienteering.org/Events/Show/7094,Individual,2021-05-22 21:59:59,Completed,SportIdent,https://www.fiso.it/gara/202113,0,Individual,Long,0,25,18,0
,,FootO,,,DEN,DM Sprint,"DTU Campus, Lyngby, Denmark",World Ranking Event,World Ranking Event,Sollerod OK,,,https://eventor.orienteering.org/Events/Show/6986,Individual,2021-05-20 22:00:59; 2021-05-21 21:59:59; 2021-06-01 10:59:59,Completed,SportIdent,http://dmsprint2021.sollerodok.dk,0,Individual,Sprint,39,20,14,0
,,FootO,,,FIN,Finnish Championship Middle distance,Naantali,World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6947,Individual,2021-05-27 20:59:59,Completed,Emit,https://tus.fi/sm2021/,0,Individual,Middle,2,182,110,0
,,MTBO,,,FIN,World MTB Orienteering Championships 2021 and CX80 MTBO World Cup,,Major Event,World Championships; World Cup; World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/6113,Individual,2021-03-28 20:59:59; 2021-05-31 20:59:59; 2021-06-06 20:59:59,Entries opened,Manual,http://www.wmtboc2021.com,5,Individual; Relay,Long; Middle; Sprint,143,0,0,0
,,MTBO,,,FIN,Junior World MTB Orienteering Championships 2021,,Major Event,Junior World Championships,,Europe,,https://eventor.orienteering.org/Events/Show/6114,Individual,2021-03-28 20:59:59; 2021-06-01 20:59:59; 2021-06-06 20:59:59,Entries opened,Manual,http://www.wmtboc2021.com,5,Individual; Relay,Long; Middle; Sprint,100,0,0,0
,,FootO,,,DEN,"FIF Sommerweekend, sprint",Hillerød Vest,World Ranking Event,World Ranking Event,FIF Hilleroed Orientering,Europe,,https://eventor.orienteering.org/Events/Show/6920,Individual,2021-06-04 21:59:59,Completed,SportIdent,http://www.fiforientering.dk/wp-sommer2020/,0,Individual,Sprint,52,37,19,0
,,FootO,,,FIN,"Helsinki O-Games, middle","Snättans, Espoo, Finland",World Ranking Event,World Ranking Event,,Europe,,https://eventor.orienteering.org/Events/Show/7051,Individual,2021-06-09 20:59:59,Completed,Emit,http://helsinginsuunnistajat.fi/,0,Individual,Middle,0,59,31,0
,,FootO,,,DEN,"FIF Sommerweekend, middle",Gribskov Kagerup,World Ranking Event,World Ranking Event,FIF Hilleroed Orientering,Europe,,https://eventor.orienteering.org/Events/Show/6921,Individual,2021-06-04 21:59:59,Completed,SportIdent,http://www.fiforientering.dk/wp-sommer2020/,0,Individual,Middle,46,33,18,0
,,FootO,,,ESP,TROFEO GUARDAMAR DEL SEGURA 2021 MIDDLE (WRE),"Guardamar del Segura, ALICANTE",World Ranking Event,World Ranking Event,FEDOCV,Europe,,https://eventor.orienteering.org/Events/Show/7032,Individual,2021-06-03 21:59:59,Completed,SportIdent,https://guardamar2021.fedocv.org/,0,Individual,Middle,3,18,11,0
,,FootO,,,HUN,Hungarian Orienteering Championship - Middle distance,"Salgótarján, Hungary",World Ranking Event,World Ranking Event,Salgotarjani Dornyay SE; Balassagyarmati Balassi Balint KSE,Europe,,https://eventor.orienteering.org/Events/Show/7122,Individual,2021-05-24 21:59:59,Completed,SportIdent,http://www.nogradnagydij.hu,0,Individual,Middle,20,17,16,0
,,FootO,,,ESP,TROFEO GUARDAMAR DEL SEGURA 2021 SPRINT (WRE),"Guardamar del Segura, ALICANTE",World Ranking Event,World Ranking Event,FEDOCV,Europe,,https://eventor.orienteering.org/Events/Show/7033,Individual,2021-06-03 21:59:59,Completed,SportIdent,https://guardamar2021.fedocv.org/,0,Individual,Sprint,3,14,12,0
,,FootO,,,DEN,"FIF Sommerweekend, long",Gribskov Kagerup,World Ranking Event,World Ranking Event,FIF Hilleroed Orientering,Europe,,https://eventor.orienteering.org/Events/Show/6922,Individual,2021-06-04 21:59:59,Completed,SportIdent,http://www.fiforientering.dk/wp-sommer2020/,0,Individual,Long,33,9,4,0
,,FootO,,,ESP,TROFEO GUARDAMAR DEL SEGURA 2021 LONG (WRE),"Guardamar del Segura, ALICANTE",World Ranking Event,World Ranking Event,FEDOCV,Europe,,https://eventor.orienteering.org/Events/Show/7034,Individual,2021-06-03 21:59:59,Completed,SportIdent,https://guardamar2021.fedocv.org/,0,Individual,Long,3,14,11,0
,,FootO,,,SWE,World cup test,Idre,World Ranking Event,World Ranking Event,Idrefjallens OK,Europe,"WORLD CUP-TESTER 27 & 30/6
On Sunday 27 June and Wednesday 30 June Idrefjällens OK will organise World Cup tests for the classes HD21. There will be a middle distance on 27 June and a long distance on 30 June 2021. The tests are only for these two classes and outside Idrefjällveckan light 2021. The invitation and further information regarding these tests will be available on Eventor.

UPDATES
- Startlists are now published, the startlists are based on IOF World Ranking per 2021-06-21
- GPS-list is published. Runners selected by Swedish Orienteering Federation. All equipment will be found at the finish, close to the Pre-start. 2021-06-26",https://eventor.orienteering.org/Events/Show/7201,Individual,2021-06-23 22:00:59,Completed,Emit,http://www.owc2021.se,0,Individual,Middle,163,106,51,0
